frame_idx,timestamp,camera_id,camera_kind,vehicle_id,plate,turn,phase,true_speed_mps,world_x,world_y,lane_id
211,8.440,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,1.71,1.75,-143.93,S_in_0
211,8.440,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,4.40,-1.75,-140.81,S_in_1
211,8.440,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,4.94,1.75,-143.84,S_in_0
211,8.440,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,9.83,1.75,-147.98,S_in_0
211,8.440,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,10.44,57.92,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,10.64,84.86,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.88,139.74,-1.75,E_in_0
211,8.440,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,11.59,86.99,-1.75,E_in_0
211,8.440,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.42,107.61,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,9.72,112.84,-1.75,E_in_0
211,8.440,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,6.10,126.11,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.23,137.55,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
211,8.440,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
211,8.440,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,4.06,136.98,1.75,E_in_1
211,8.440,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,10.71,-61.32,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,10.54,-87.55,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.41,-94.34,1.75,W_in_0
211,8.440,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,8.30,-123.79,1.75,W_in_0
211,8.440,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.43,-111.68,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,0.00,-136.43,1.75,W_in_0
211,8.440,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
211,8.440,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,7.12,-129.87,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.05,-139.97,1.75,W_in_0
211,8.440,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,3.25,-138.63,-1.75,W_in_1
211,8.440,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,5.43,-140.36,1.75,W_in_0
212,8.480,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.77,1.75,44.52,N_in_1
212,8.480,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,11.96,1.75,85.04,N_in_1
212,8.480,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.77,-1.75,44.26,N_in_0
212,8.480,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
212,8.480,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,7.63,1.75,120.84,N_in_1
212,8.480,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,9.83,-1.75,96.97,N_in_0
212,8.480,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
212,8.480,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
212,8.480,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
212,8.480,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,1.41,-1.75,133.58,N_in_0
212,8.480,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
212,8.480,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
212,8.480,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
212,8.480,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
212,8.480,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,0.00,1.75,133.42,N_in_1
212,8.480,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.47,-1.75,-58.23,S_in_1
212,8.480,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.78,1.75,-52.26,S_in_0
212,8.480,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,11.12,-1.75,-93.71,S_in_1
212,8.480,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,11.97,1.75,-85.69,S_in_0
212,8.480,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,4.40,1.75,-135.69,S_in_0
212,8.480,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
212,8.480,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,8.77,1.75,-113.86,S_in_0
212,8.480,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,7.38,-1.75,-122.25,S_in_1
212,8.480,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
212,8.480,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
212,8.480,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
212,8.480,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
212,8.480,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.41,-1.75,-135.62,S_in_1
212,8.480,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,1.53,1.75,-143.87,S_in_0
212,8.480,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,4.24,-1.75,-140.64,S_in_1
212,8.480,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,4.78,1.75,-143.65,S_in_0
212,8.480,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,9.69,1.75,-147.59,S_in_0
212,8.480,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,10.40,57.50,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,10.64,84.44,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.91,139.71,-1.75,E_in_0
212,8.480,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,11.58,86.53,-1.75,E_in_0
212,8.480,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.43,107.23,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,9.75,112.45,-1.75,E_in_0
212,8.480,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,6.15,125.86,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.05,137.55,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
212,8.480,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,3.92,136.83,1.75,E_in_1
212,8.480,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,7.39,143.15,1.75,E_in_1
212,8.480,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,10.67,-60.89,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,10.54,-87.13,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.42,-93.96,1.75,W_in_0
212,8.480,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,8.34,-123.46,1.75,W_in_0
212,8.480,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.45,-111.30,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,0.00,-136.43,1.75,W_in_0
212,8.480,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
212,8.480,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,7.16,-129.58,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
212,8.480,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,3.07,-138.50,-1.75,W_in_1
212,8.480,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,5.25,-140.15,1.75,W_in_0
213,8.520,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.77,1.75,43.97,N_in_1
213,8.520,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,11.98,1.75,84.56,N_in_1
213,8.520,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.78,-1.75,43.70,N_in_0
213,8.520,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
213,8.520,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,7.69,1.75,120.53,N_in_1
213,8.520,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,9.86,-1.75,96.57,N_in_0
213,8.520,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
213,8.520,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
213,8.520,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
213,8.520,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,1.43,-1.75,133.52,N_in_0
213,8.520,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
213,8.520,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
213,8.520,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
213,8.520,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
213,8.520,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,0.00,1.75,133.42,N_in_1
213,8.520,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.48,-1.75,-57.70,S_in_1
213,8.520,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.79,1.75,-51.71,S_in_0
213,8.520,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,11.14,-1.75,-93.26,S_in_1
213,8.520,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,11.99,1.75,-85.21,S_in_0
213,8.520,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,4.47,1.75,-135.51,S_in_0
213,8.520,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
213,8.520,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,8.81,1.75,-113.51,S_in_0
213,8.520,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,7.44,-1.75,-121.95,S_in_1
213,8.520,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
213,8.520,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
213,8.520,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
213,8.520,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
213,8.520,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.23,-1.75,-135.49,S_in_1
213,8.520,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,1.35,1.75,-143.81,S_in_0
213,8.520,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,4.08,-1.75,-140.48,S_in_1
213,8.520,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,4.62,1.75,-143.46,S_in_0
213,8.520,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,9.54,1.75,-147.21,S_in_0
213,8.520,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,10.36,57.08,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,10.63,84.01,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.94,139.67,-1.75,E_in_0
213,8.520,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,11.58,86.06,-1.75,E_in_0
213,8.520,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.45,106.85,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,9.78,112.06,-1.75,E_in_0
213,8.520,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,6.21,125.62,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
213,8.520,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,3.77,136.68,1.75,E_in_1
213,8.520,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,7.21,142.86,1.75,E_in_1
213,8.520,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,10.64,-60.46,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,10.54,-86.71,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.43,-93.58,1.75,W_in_0
213,8.520,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,8.39,-123.12,1.75,W_in_0
213,8.520,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.47,-110.92,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,0.00,-136.43,1.75,W_in_0
213,8.520,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
213,8.520,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,7.19,-129.29,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
213,8.520,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,2.89,-138.39,-1.75,W_in_1
213,8.520,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,5.07,-139.94,1.75,W_in_0
214,8.560,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.77,1.75,43.42,N_in_1
214,8.560,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,12.00,1.75,84.08,N_in_1
214,8.560,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.78,-1.75,43.15,N_in_0
214,8.560,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
214,8.560,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,7.76,1.75,120.22,N_in_1
214,8.560,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,9.88,-1.75,96.18,N_in_0
214,8.560,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
214,8.560,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
214,8.560,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
214,8.560,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,1.46,-1.75,133.46,N_in_0
214,8.560,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
214,8.560,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
214,8.560,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
214,8.560,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
214,8.560,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,0.00,1.75,133.42,N_in_1
214,8.560,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.49,-1.75,-57.16,S_in_1
214,8.560,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.79,1.75,-51.16,S_in_0
214,8.560,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,11.17,-1.75,-92.81,S_in_1
214,8.560,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,12.00,1.75,-84.73,S_in_0
214,8.560,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,4.53,1.75,-135.33,S_in_0
214,8.560,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
214,8.560,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,8.85,1.75,-113.16,S_in_0
214,8.560,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,7.50,-1.75,-121.65,S_in_1
214,8.560,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
214,8.560,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
214,8.560,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
214,8.560,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
214,8.560,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,3.10,-1.75,-135.36,S_in_1
214,8.560,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,1.17,1.75,-143.77,S_in_0
214,8.560,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,3.92,-1.75,-140.32,S_in_1
214,8.560,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,4.46,1.75,-143.28,S_in_0
214,8.560,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,9.40,1.75,-146.83,S_in_0
214,8.560,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,10.32,56.67,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,10.63,83.59,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.97,139.63,-1.75,E_in_0
214,8.560,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,11.57,85.60,-1.75,E_in_0
214,8.560,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.47,106.48,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,9.80,111.66,-1.75,E_in_0
214,8.560,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,6.26,125.37,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0058,75R-434.61,right,inbound,0.00,142.35,-1.75,E_in_0
214,8.560,cam_E_in,inbound_rear,V0067,59Y-934.74,straight,inbound,3.63,136.53,1.75,E_in_1
214,8.560,cam_E_in,inbound_rear,V0078,51M-879.58,straight,inbound,7.03,142.58,1.75,E_in_1
214,8.560,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,10.61,-60.04,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,10.54,-86.29,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,9.43,-93.21,1.75,W_in_0
214,8.560,cam_W_in,inbound_rear,V0016,59U-357.80,left,inbound,8.43,-122.79,1.75,W_in_0
214,8.560,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,9.49,-110.54,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0049,77E-342.30,uturn,inbound,0.00,-136.43,1.75,W_in_0
214,8.560,cam_W_in,inbound_rear,V0050,77M-901.62,left,inbound,0.00,-138.46,1.75,W_in_0
214,8.560,cam_W_in,inbound_rear,V0052,33H-124.94,straight,inbound,7.23,-129.01,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0063,30S-524.90,right,inbound,0.00,-140.24,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0064,33E-771.98,straight,inbound,0.00,-139.97,1.75,W_in_0
214,8.560,cam_W_in,inbound_rear,V0068,77T-560.43,left,inbound,2.71,-138.28,-1.75,W_in_1
214,8.560,cam_W_in,inbound_rear,V0073,51L-871.59,left,inbound,4.89,-139.75,1.75,W_in_0
215,8.600,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.78,1.75,42.87,N_in_1
215,8.600,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,12.02,1.75,83.60,N_in_1
215,8.600,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.78,-1.75,42.60,N_in_0
215,8.600,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
215,8.600,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,7.82,1.75,119.91,N_in_1
215,8.600,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,9.90,-1.75,95.78,N_in_0
215,8.600,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
215,8.600,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
215,8.600,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,0.00,-1.75,139.32,N_in_0
215,8.600,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,1.48,-1.75,133.40,N_in_0
215,8.600,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,0.00,-1.75,140.66,N_in_0
215,8.600,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,0.00,1.75,143.18,N_in_1
215,8.600,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,0.00,1.75,138.25,N_in_1
215,8.600,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,0.00,1.75,145.18,N_in_1
215,8.600,cam_N_in,inbound_rear,V0053,43N-756.75,straight,inbound,0.00,1.75,133.42,N_in_1
215,8.600,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,13.49,-1.75,-56.62,S_in_1
215,8.600,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.79,1.75,-50.61,S_in_0
215,8.600,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,11.19,-1.75,-92.37,S_in_1
215,8.600,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,12.01,1.75,-84.25,S_in_0
215,8.600,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,4.60,1.75,-135.14,S_in_0
215,8.600,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.00,-1.75,-138.67,S_in_1
215,8.600,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,8.90,1.75,-112.80,S_in_0
215,8.600,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,7.56,-1.75,-121.35,S_in_1
215,8.600,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,0.00,-1.75,-140.09,S_in_1
215,8.600,cam_S_in,inbound_rear,V0037,29Y-183.63,right,inbound,0.00,-1.75,-142.23,S_in_1
215,8.600,cam_S_in,inbound_rear,V0056,77R-101.76,uturn,inbound,0.00,-1.75,-142.53,S_in_1
215,8.600,cam_S_in,inbound_rear,V0059,53F-730.82,straight,inbound,0.00,-1.75,-142.42,S_in_1
215,8.600,cam_S_in,inbound_rear,V0066,30S-236.69,right,inbound,2.99,-1.75,-135.24,S_in_1
215,8.600,cam_S_in,inbound_rear,V0071,30R-517.52,right,inbound,0.99,1.75,-143.73,S_in_0
215,8.600,cam_S_in,inbound_rear,V0072,53X-812.12,left,inbound,3.76,-1.75,-140.17,S_in_1
215,8.600,cam_S_in,inbound_rear,V0076,31Y-646.13,uturn,inbound,4.30,1.75,-143.11,S_in_0
215,8.600,cam_S_in,inbound_rear,V0083,30X-126.49,right,inbound,9.25,1.75,-146.46,S_in_0
215,8.600,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,10.29,56.26,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,10.62,83.16,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,1.00,139.59,-1.75,E_in_0
215,8.600,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,11.57,85.14,-1.75,E_in_0
215,8.600,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,9.48,106.10,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,0.00,138.67,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,9.83,111.27,-1.75,E_in_0
215,8.600,cam_E_in,inbound_rear,V0041,59V-820.48,right,inbound,6.31,125.11,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0044,75K-617.72,straight,inbound,0.00,137.55,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0048,29N-315.97,straight,inbound,0.00,146.15,1.75,E_in_1
215,8.600,cam_E_in,inbound_rear,V0054,30K-282.84,uturn,inbound,0.00,144.04,1.75,E_in_1
